FlexSite	UnitCode	Description	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
NV18	1041	CBC W/O DIFF, WITH PLATELETS	0	0	0	0	1	0	0	0	0	0	0	0
NV18	1501	URINALYSIS W/REFLEX MICRO	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2208	BUN	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2214	CREATININE	0	0	0	0	1	1	0	0	0	0	0	0
NV18	2218	AST	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2219	ALT	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2228	POTASSIUM	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2233	URIC ACID	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2606	PSA, TOTAL	0	0	0	0	0	1	0	0	0	0	0	0
NV18	2708	HEMOGLOBIN A1c	0	0	0	0	0	1	0	0	0	0	0	0
NV18	2713	HCG, QUANTITATIVE	0	0	0	0	1	0	0	0	0	0	0	0
NV18	2760	INSULIN	0	0	0	0	0	1	0	0	0	0	0	0
NV18	2835	TSH	0	0	0	0	0	1	0	0	0	0	0	0
NV18	4225	DHEA SULFATE	0	0	0	0	0	1	0	0	0	0	0	0
NV18	4489	REFERRED C-REACTIVE PROTEIN	0	0	0	0	0	1	0	0	0	0	0	0
NV18	4958	VITAMIN D, 25 OH	0	0	0	0	0	1	0	0	0	0	0	0
NV18	5027	REFERRED FETAL FIBRONECTIN	0	2	0	2	1	1	0	0	0	0	0	1
NV18	5050	REFERRED HCG, QUANTITATIVE	0	0	0	1	0	0	0	0	1	0	0	0
NV18	5056	REFERRED PROGESTERONE	0	0	0	2	0	0	0	0	1	0	0	0
NV18	5064	REFERRED PROTIME	0	0	0	0	5	0	0	0	0	0	0	0
NV18	5075	REFERRED PROTEIN, URINE, 24 HR	0	0	0	0	0	1	0	0	0	0	0	0
NV18	5083	HIGH SENSITIVITY CRP	0	0	0	0	0	1	0	0	0	0	0	0
NV18	5125	REFERRED CBC	0	0	0	0	4	3	0	0	0	1	0	0
NV18	5127	REFERRED SEDIMENTATION RATE	0	0	0	0	0	1	0	0	0	0	0	0
NV18	5130	REFERRED URINALYSIS	0	0	0	0	2	2	0	0	0	0	0	0
NV18	5138	REFERRED BASIC METABOLIC PROFILE	0	0	0	0	2	0	0	0	0	0	0	0
NV18	5144	REFERRED SODIUM	0	0	0	0	1	0	0	0	0	0	0	0
NV18	5145	REFERRED POTASSIUM	0	0	0	0	1	0	0	0	0	0	0	0
NV18	5146	REFERRED CHLORIDE	0	0	0	0	1	0	0	0	0	0	0	0
NV18	5157	REFERRED BILIRUBIN, TOTAL	0	0	0	0	1	0	0	0	0	0	0	0
NV18	5158	REFERRED BILIRUBIN, DIRECT	0	0	0	0	1	0	0	0	0	0	0	0
NV18	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	0	0	0	0	0	3	0	0	0	0	0	0
NV18	5169	REFERRED TROPONIN I	0	0	0	0	0	1	0	0	3	0	0	0
NV18	5203	REFERRED VANCOMYCIN, PEAK	0	0	0	0	0	0	0	0	0	0	0	1
NV18	5372	REGIONAL TROPONIN I	0	0	0	0	0	0	0	0	0	1	0	0
NV18	5467	REFERRED CREATININE, RND URINE	0	0	0	0	0	1	0	0	0	0	0	0
NV18	6010	CULTURE, ANAEROBIC	0	0	0	0	0	1	0	0	0	0	0	0
NV18	6042	CULTURE, STOOL	0	0	0	0	0	0	0	0	1	0	0	0
NV18	9179	COMPREHENSIVE METABOLIC PANEL	0	0	0	0	1	0	0	0	0	1	0	0
NV18	9987	 	0	0	0	0	1	0	0	0	0	0	0	0
OD11	920	PHLEBOTOMY FEE - SINGLE	0	0	1	0	0	0	0	0	1	0	0	0
OD11	2012	REFERRED LACTIC ACID	0	0	1	0	0	0	0	0	0	0	0	0
OD11	4709	PROCALCITONIN	0	0	1	0	0	0	0	0	0	0	0	0
OD11	5050	REFERRED HCG, QUANTITATIVE	0	0	0	0	0	0	0	0	1	0	0	0
OD11	5067	REFERRED LIPASE	0	0	1	0	0	0	0	0	0	1	0	0
OD11	5125	REFERRED CBC	0	0	1	0	0	0	0	0	3	2	0	0
OD11	5130	REFERRED URINALYSIS	0	0	1	0	0	0	0	0	0	0	0	0
OD11	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	0	0	2	0	0	0	0	0	3	2	0	0
OD11	5166	REFERRED AMYLASE	0	0	1	0	0	0	0	0	0	0	0	0
OD13	117	THYROID I PROFILE (T3U, T4, T7)	0	0	0	0	0	0	0	0	0	0	1	0
OD13	173	LIPID PANEL	0	0	0	0	0	0	0	0	0	0	1	0
OD13	920	PHLEBOTOMY FEE - SINGLE	39	39	55	55	52	53	74	47	66	56	58	38
OD13	996	STANDING ORDER	1	4	14	16	12	17	11	15	13	14	9	7
OD13	997	 	0	1	0	0	0	0	0	0	0	0	0	0
OD13	998	MULTIPLE ORDERS	0	1	0	1	0	0	0	0	0	0	1	2
OD13	1000	CBC W/AUTO DIFF WITH PLATELETS	0	0	0	0	0	0	0	0	1	0	1	0
OD13	2010	REGIONAL PROBNP	0	0	0	0	0	0	1	0	0	1	0	0
OD13	2708	HEMOGLOBIN A1c	0	0	0	0	0	1	0	0	0	0	0	0
OD13	2823	FREE T4 (THYROXINE)	0	0	0	0	0	0	0	0	0	0	1	0
OD13	2835	TSH	0	0	0	0	0	0	0	0	0	0	1	0
OD13	2840	VITAMIN B-12	0	0	0	0	0	0	0	0	0	0	1	0
OD13	3500	RPR	0	0	0	0	0	0	0	0	0	0	1	0
OD13	3751	REFERRED SALICYLATES	0	0	0	0	0	0	0	1	0	0	0	0
OD13	3872	REFERRED ACETAMINOPHEN	0	0	0	0	0	0	0	2	1	1	1	0
OD13	4273	FREE T3	0	0	0	0	0	0	0	0	0	0	1	0
OD13	4489	REFERRED C-REACTIVE PROTEIN	0	0	0	0	0	0	0	1	0	0	0	1
OD13	4772	REFERRED FREE T3	0	0	1	0	0	0	0	0	0	0	0	0
OD13	4779	REFERRED FREE T4	0	0	1	0	0	0	0	0	1	0	0	0
OD13	4788	REFERRED HEMOGLOBIN A1c	0	0	1	1	0	0	0	0	0	0	0	0
OD13	5027	REFERRED FETAL FIBRONECTIN	0	0	0	0	0	0	0	0	0	0	1	0
OD13	5050	REFERRED HCG, QUANTITATIVE	8	16	8	15	3	2	8	2	15	11	20	6
OD13	5056	REFERRED PROGESTERONE	5	8	5	8	5	2	7	0	6	6	20	5
OD13	5064	REFERRED PROTIME	10	8	30	21	20	32	33	23	18	19	15	11
OD13	5066	REFERRED PTT	9	5	9	1	2	5	2	3	2	1	1	1
OD13	5067	REFERRED LIPASE	2	0	1	1	2	1	1	0	0	0	0	0
OD13	5070	REFERRED MYOGLOBIN	0	0	1	0	0	0	0	0	0	0	0	0
OD13	5075	REFERRED PROTEIN, URINE, 24 HR	10	10	11	8	16	8	18	8	13	8	8	3
OD13	5076	REFERRED URINE CREATININE	0	0	0	1	0	0	0	0	0	0	0	0
OD13	5078	REFERRED CREATININE CLEARANCE	3	7	8	5	12	6	15	4	9	5	7	3
OD13	5091	REFERRED TSH	0	0	1	0	0	0	0	0	1	1	0	0
OD13	5106	REFERRED URINE DRUG SCREEN	0	0	1	3	4	0	0	0	0	0	0	0
OD13	5109	REFERRED MRSA BY PCR	0	0	0	0	0	0	0	0	0	1	0	0
OD13	5121	REFERRED BILIRUBIN, TOTAL NEWBORN	0	0	0	0	0	1	0	0	0	0	0	0
OD13	5122	REFERRED BILIRUBIN, DIRECT NB	0	0	0	0	0	1	0	0	0	0	0	0
OD13	5124	REFERRED LIVER PROFILE	0	0	1	0	0	0	1	0	0	0	0	0
OD13	5125	REFERRED CBC	29	31	16	14	12	14	20	8	8	6	4	2
OD13	5127	REFERRED SEDIMENTATION RATE	1	0	0	0	1	0	0	1	0	0	0	2
OD13	5130	REFERRED URINALYSIS	4	6	2	3	3	1	4	1	1	0	0	0
OD13	5131	REFERRED BODY FLUID CELL COUNT	0	0	1	0	0	0	0	0	0	0	0	0
OD13	5134	REFERRED SERUM PREGNANCY	0	0	0	0	1	0	2	0	0	0	0	0
OD13	5138	REFERRED BASIC METABOLIC PROFILE	3	6	2	1	1	1	2	3	2	0	0	0
OD13	5141	REFERRED BUN	0	0	0	0	0	0	0	0	0	0	1	0
OD13	5142	REFERRED CREATININE	0	0	0	0	0	0	0	0	0	0	1	0
OD13	5143	REFERRED URIC ACID	0	0	0	0	1	0	1	0	0	0	0	0
OD13	5144	REFERRED SODIUM	0	0	1	0	0	0	0	0	0	0	0	0
OD13	5145	REFERRED POTASSIUM	1	0	1	0	0	0	0	0	0	0	0	0
OD13	5150	REFERRED MAGNESIUM	0	0	0	0	0	0	0	0	0	1	0	0
OD13	5154	REFERRED LIPID PROFILE	0	0	0	0	0	0	0	0	0	1	1	0
OD13	5158	REFERRED BILIRUBIN, DIRECT	0	0	0	1	3	0	1	0	0	0	0	1
OD13	5163	REFERRED LDH	0	0	0	0	1	0	1	0	0	0	0	0
OD13	5164	REFERRED CPK	1	0	1	3	0	1	2	2	1	4	1	0
OD13	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	20	15	15	14	12	14	18	4	8	3	3	1
OD13	5166	REFERRED AMYLASE	2	0	0	0	0	1	1	0	0	0	0	0
OD13	5168	REFERRED CKMB	1	3	0	3	0	2	2	0	0	1	2	0
OD13	5169	REFERRED TROPONIN I	3	1	3	2	0	1	4	1	3	4	2	0
OD13	5171	REFERRED CARBAMAZEPINE	0	2	0	1	0	0	4	1	4	1	0	1
OD13	5172	REFERRED DIGOXIN	0	1	0	0	0	0	1	1	0	0	0	0
OD13	5173	REFERRED LITHIUM	4	3	3	10	3	5	10	8	5	5	3	0
OD13	5174	REFERRED PHENOBARBITAL	0	0	0	1	0	0	0	0	0	0	0	1
OD13	5175	REFERRED PHENYTOIN	1	2	2	5	2	1	2	8	1	1	4	2
OD13	5179	REFERRED VALPROIC ACID	28	16	17	20	29	23	32	22	22	27	31	26
OD13	5183	REFERRED GRAM STAIN	0	0	1	0	0	0	0	0	0	0	0	0
OD13	5188	REFERRED PREGNANCY TEST, URINE	0	0	0	0	2	0	0	1	0	0	0	0
OD13	5189	REFERRED WET PREP	0	0	0	0	0	0	0	1	0	0	0	0
OD13	5196	REFERRED URINE CULTURE	0	0	0	0	1	2	0	0	0	0	0	0
OD13	5232	REFERRED VANCOMYCIN, TROUGH	0	0	0	0	0	0	0	2	1	0	0	0
OD13	5458	REFERRED URINE CULTURE, SFC	1	0	0	0	0	1	0	0	0	0	0	0
OD13	5810	REFERRED T4, TOTAL	0	0	1	0	0	0	0	0	0	0	0	0
OD13	6601	REFERRED D-DIMER QUANT	2	1	1	2	1	3	2	1	0	1	0	3
OD13	9175	HEPATIC FUNCTION PANEL	0	0	0	0	0	0	0	0	0	0	1	0
OD13	9179	COMPREHENSIVE METABOLIC PANEL	0	0	0	0	0	0	0	0	1	0	1	0
OD13	9999	NOTE:	0	1	0	1	0	0	0	0	0	0	0	0
OD14	920	PHLEBOTOMY FEE - SINGLE	3	1	1	1	2	0	1	2	1	3	2	10
OD14	996	STANDING ORDER	1	1	0	0	0	0	0	0	0	0	0	0
OD14	1000	CBC W/AUTO DIFF WITH PLATELETS	0	1	0	0	0	0	0	0	0	0	0	0
OD14	2130	MAGNESIUM	0	1	0	0	0	0	0	0	0	0	0	0
OD14	2159	PROTEIN/CREATININE RATIO, URINE, RANDOM	0	1	0	0	0	0	0	0	0	0	0	0
OD14	3090	REFERRED C. DIFF BY PCR	1	0	0	0	0	0	0	0	0	0	0	0
OD14	4272	TACROLIMUS	0	1	0	0	0	0	0	0	0	0	0	0
OD14	4489	REFERRED C-REACTIVE PROTEIN	0	0	0	0	0	0	0	0	0	0	2	0
OD14	4788	REFERRED HEMOGLOBIN A1c	0	0	0	0	0	0	0	0	0	1	0	0
OD14	5050	REFERRED HCG, QUANTITATIVE	0	0	0	1	0	0	0	0	0	1	1	2
OD14	5056	REFERRED PROGESTERONE	1	0	0	1	0	0	0	0	0	1	1	0
OD14	5064	REFERRED PROTIME	2	0	0	0	0	0	0	0	1	0	1	0
OD14	5066	REFERRED PTT	2	0	0	0	0	0	0	0	0	0	0	0
OD14	5075	REFERRED PROTEIN, URINE, 24 HR	2	0	0	0	0	0	0	0	0	0	2	9
OD14	5076	REFERRED URINE CREATININE	1	0	0	0	0	0	0	0	0	0	0	1
OD14	5078	REFERRED CREATININE CLEARANCE	2	0	0	0	1	0	0	0	0	0	1	7
OD14	5117	REFERRED HEMOGLOBIN	0	0	0	0	0	0	0	0	0	0	1	0
OD14	5119	REFERRED HEMATOCRIT	0	0	0	0	0	0	0	0	0	0	1	0
OD14	5124	REFERRED LIVER PROFILE	0	0	0	0	0	0	0	0	1	0	0	0
OD14	5125	REFERRED CBC	4	1	2	0	2	1	1	8	4	14	5	2
OD14	5127	REFERRED SEDIMENTATION RATE	0	0	0	0	0	0	0	1	0	0	1	0
OD14	5130	REFERRED URINALYSIS	3	0	0	0	0	0	0	1	1	0	0	0
OD14	5131	REFERRED BODY FLUID CELL COUNT	0	0	0	0	0	0	0	0	2	0	0	0
OD14	5134	REFERRED SERUM PREGNANCY	0	0	0	0	0	0	0	0	0	1	1	0
OD14	5138	REFERRED BASIC METABOLIC PROFILE	2	0	2	0	0	0	0	1	2	0	1	1
OD14	5143	REFERRED URIC ACID	0	0	0	0	1	0	0	0	0	0	0	0
OD14	5164	REFERRED CPK	2	0	0	0	0	0	0	0	1	2	0	0
OD14	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	4	1	1	0	0	1	1	6	5	13	3	0
OD14	5167	REFERRED AMMONIA	0	0	0	1	1	0	0	1	1	0	1	0
OD14	5168	REFERRED CKMB	2	0	1	0	0	0	0	0	0	2	0	0
OD14	5169	REFERRED TROPONIN I	2	0	1	0	0	0	0	0	0	5	0	0
OD14	5173	REFERRED LITHIUM	0	0	0	0	0	0	1	1	0	0	0	0
OD14	5175	REFERRED PHENYTOIN	0	0	0	0	0	0	0	2	0	0	0	0
OD14	5179	REFERRED VALPROIC ACID	0	0	1	0	0	0	3	1	0	0	0	0
OD14	6051	URINALYSIS (CULTURE IF INDICATED)	0	1	0	0	0	0	0	0	0	0	0	0
OD14	6601	REFERRED D-DIMER QUANT	1	0	0	0	0	0	0	0	0	1	0	0
OD14	9324	RENAL FUNCTION PANEL	0	1	0	0	0	0	0	0	0	0	0	0
OD2	117	THYROID I PROFILE (T3U, T4, T7)	5	17	20	30	41	36	30	43	29	44	56	61
OD2	119	THYROID II PROFILE (T3U, T4, T7, TSH)	1	0	0	1	0	0	0	0	1	3	3	9
OD2	142	BASIC METABOLIC PANEL	45	26	32	26	24	13	23	18	16	20	24	5
OD2	145	BASIC METABOLIC PROFILE + e-GFR	0	0	0	0	0	1	0	0	1	1	0	1
OD2	162	HEPATITIS PANEL, DIAGNOSTIC	1	1	0	1	1	1	1	1	0	2	1	1
OD2	173	LIPID PANEL	106	115	124	126	122	135	137	136	136	151	139	132
OD2	391	ARTHRITIS PROFILE	0	0	0	0	0	0	0	0	0	0	0	1
OD2	438	FSH + LH PROFILE	0	5	0	0	0	0	0	0	1	0	0	0
OD2	823	PLEURAL FLUID CYTOLOGY	1	0	0	0	0	0	0	0	0	0	0	0
OD2	902	PTH, INTACT, WITH CALCIUM, PHOSPHORUS, CREATININE	0	0	1	0	0	0	0	0	0	0	0	0
OD2	919	PHLEBOTOMY FEE, NON-CPL PATIENT	1	1	0	0	0	0	0	0	0	0	0	0
OD2	920	PHLEBOTOMY FEE - SINGLE	260	238	238	224	252	228	213	243	212	256	216	234
OD2	923	STAT HANDLING FEE	1	0	0	0	0	0	0	0	0	0	0	0
OD2	958	TIQ PATIENT IDENTIFIERS - ODESSA	0	0	0	1	0	0	0	0	0	0	0	0
OD2	991	UNLABELLED SPECIMEN	0	0	1	1	0	0	1	0	0	0	0	0
OD2	996	STANDING ORDER	11	10	0	0	0	1	1	1	1	0	0	0
OD2	997	 	0	0	0	1	0	0	0	0	0	0	0	0
OD2	998	MULTIPLE ORDERS	1	1	0	1	0	0	1	0	0	1	0	1
OD2	1000	CBC W/AUTO DIFF WITH PLATELETS	196	194	207	179	180	186	178	181	161	163	160	149
OD2	1007	CBC WITH MANUAL DIFFERENTIAL	0	1	0	0	0	0	0	0	0	0	1	1
OD2	1025	HEMOGLOBIN	0	0	0	0	0	0	0	0	0	0	0	1
OD2	1030	HEMATOCRIT	0	0	0	0	0	0	0	0	0	0	0	1
OD2	1035	HEMOGLOBIN AND HEMATOCRIT	0	0	2	0	0	0	0	0	0	0	1	0
OD2	1041	CBC W/O DIFF, WITH PLATELETS	2	3	4	0	2	4	0	2	6	19	11	3
OD2	1045	PLATELET COUNT	0	0	0	0	0	0	0	0	0	0	0	1
OD2	1050	RETICULOCYTE COUNT	0	0	0	0	1	1	0	0	0	0	0	0
OD2	1055	SEDIMENTATION RATE	2	2	4	0	5	1	1	1	1	1	5	3
OD2	1369	 CALCULATED ABSOLUTE WBC COUNTS	0	0	0	0	0	0	0	1	0	0	0	0
OD2	1425	PROTHROMBIN TIME (PT)	20	15	1	0	0	0	1	0	0	0	0	0
OD2	1430	PTT	0	0	0	0	0	0	1	0	0	0	0	0
OD2	1500	MANUAL MICROSCOPIC REFLEX	30	23	32	39	33	38	36	40	35	28	43	28
OD2	1501	URINALYSIS W/REFLEX MICRO	69	55	79	86	67	85	88	89	85	88	93	74
OD2	1502	 ICTO REFLEX	14	7	15	8	12	8	12	10	11	8	10	9
OD2	1505	URINALYSIS WITH MICROSCOPIC	32	23	23	19	27	17	25	25	17	20	12	11
OD2	1540	PREGNANCY TEST, URINE	20	26	43	30	28	34	34	31	29	34	45	32
OD2	1652	A. FUMIGATUS IgE	0	0	0	0	0	0	0	0	0	0	1	0
OD2	1749	CLAM IgE	0	0	0	0	1	0	0	0	0	0	0	0
OD2	1751	CORN IgE	0	0	0	0	1	0	0	0	0	0	0	0
OD2	1796	SCALLOP IgE	0	0	0	0	1	0	0	0	0	0	0	0
OD2	1797	SESAME SEED IgE	0	0	0	0	1	0	0	0	0	0	0	0
OD2	2020	AMMONIA	0	0	0	0	0	0	1	0	0	0	0	0
OD2	2025	AMYLASE	4	5	2	2	3	4	1	2	1	1	1	2
OD2	2036	BILIRUBIN, DIRECT	0	0	2	0	0	0	0	0	2	0	0	0
OD2	2075	CK, TOTAL	0	1	1	0	0	0	0	0	0	0	0	1
OD2	2090	FERRITIN	1	7	3	0	2	1	0	2	0	1	0	0
OD2	2118	IRON BINDING CAPACITY AND IRON AND % SATURATION	1	7	3	0	2	1	1	0	0	1	0	1
OD2	2124	LIPASE	3	7	2	1	4	5	1	4	1	4	2	5
OD2	2128	LITHIUM	0	0	0	0	0	0	0	0	1	0	1	0
OD2	2130	MAGNESIUM	0	8	4	0	3	2	2	2	1	2	0	0
OD2	2133	OSMOLALITY, SERUM	0	0	1	0	0	0	0	1	0	0	0	0
OD2	2159	PROTEIN/CREATININE RATIO, URINE, RANDOM	1	0	1	0	0	1	0	1	0	0	0	0
OD2	2216	GGT	0	0	1	0	0	0	0	0	0	1	0	0
OD2	2217	GLUCOSE	1	0	0	0	0	0	0	0	0	0	0	0
OD2	2218	AST	0	0	0	0	0	0	0	0	0	1	0	0
OD2	2219	ALT	0	0	0	0	0	0	0	0	0	1	0	0
OD2	2224	LDH	0	0	2	1	3	0	0	0	0	1	0	1
OD2	2227	PHOSPHORUS	0	1	3	0	2	0	1	1	1	1	0	0
OD2	2228	POTASSIUM	0	0	1	0	1	0	1	0	0	3	3	1
OD2	2231	SODIUM	0	0	0	1	1	0	0	0	0	0	0	0
OD2	2232	TRIGLYCERIDES	0	0	0	0	0	0	1	0	1	0	0	0
OD2	2233	URIC ACID	2	1	5	2	2	0	0	1	1	1	0	2
OD2	2606	PSA, TOTAL	0	5	3	2	1	1	0	2	1	0	0	1
OD2	2607	PSA W/REFLEX TO FREE PSA	0	0	0	0	0	0	0	0	0	0	1	1
OD2	2608	PSA, TOTAL, MEDICARE SCREEN	0	1	0	0	0	0	0	0	0	0	0	0
OD2	2625	AFP, TUMOR MARKER	0	0	0	0	0	0	0	0	0	0	1	0
OD2	2655	CORTISOL, RANDOM	0	7	0	0	0	0	0	0	0	0	0	0
OD2	2675	ESTRADIOL	3	10	10	1	0	1	0	2	3	0	2	1
OD2	2690	FOLATE, RBC	2	0	1	0	3	8	18	23	20	28	40	41
OD2	2695	FOLIC ACID	0	0	0	2	1	1	0	3	2	0	0	17
OD2	2700	FOLLICLE STIM HORMONE	0	0	2	1	0	1	0	2	0	0	0	0
OD2	2705	GLUCOSE-6-PD, QUANT	0	0	1	0	0	0	0	0	0	0	0	0
OD2	2707	HEMOGLOBIN A1c W/EAG AND INT CHART	0	0	1	0	0	0	0	0	0	0	0	0
OD2	2708	HEMOGLOBIN A1c	6	16	18	20	14	18	15	12	20	21	22	14
OD2	2713	HCG, QUANTITATIVE	48	43	50	38	64	47	25	40	46	70	38	63
OD2	2714	HCG, QUALITATIVE	24	17	24	25	26	22	22	25	19	18	21	17
OD2	2737	HEPATITIS B SURFACE AB	0	0	0	0	0	0	1	0	0	0	0	0
OD2	2760	INSULIN	0	1	0	0	0	0	0	0	0	0	0	0
OD2	2776	LUTEINIZING HORMONE 	0	0	0	1	0	1	0	2	0	0	0	0
OD2	2790	PROGESTERONE	30	34	33	15	37	20	14	23	22	38	29	54
OD2	2800	PROLACTIN	0	0	1	3	1	2	0	1	1	0	0	0
OD2	2805	PROTEIN ELECTROPHORESIS, SERUM	0	0	0	0	1	0	0	0	0	0	0	0
OD2	2817	T3 UPTAKE	0	1	2	1	2	0	0	0	0	0	0	0
OD2	2818	T3 TOTAL	0	0	2	1	1	0	0	0	1	0	0	0
OD2	2819	T4 (THYROXINE)	3	0	11	12	2	4	10	3	1	5	9	3
OD2	2823	FREE T4 (THYROXINE)	97	110	111	116	119	128	136	146	133	148	141	129
OD2	2830	TESTOSTERONE	0	7	3	1	0	0	0	0	1	0	0	0
OD2	2834	TSH REFLEX TO FREE T4	9	7	1	8	2	1	1	2	1	1	2	0
OD2	2835	TSH	104	109	118	119	97	119	124	124	115	126	119	102
OD2	2836	TSH + FREE T4 PROFILE	0	0	0	0	1	0	0	0	0	0	0	0
OD2	2840	VITAMIN B-12	101	105	113	122	110	122	115	130	129	134	136	120
OD2	2955	VITAMIN B 12 AND FOLIC ACID	0	0	0	0	0	0	0	0	0	0	0	1
OD2	3094	VALPROIC ACID	0	0	0	0	0	0	0	0	1	0	1	0
OD2	3254	DRUG ABUSE PANEL 10 WITH OXYCODONE	89	79	96	101	94	107	126	110	110	108	111	97
OD2	3271	CHAIN OF CUSTODY DRUG PNL 10 W/ETOH	0	0	0	0	0	0	0	0	2	0	0	0
OD2	3500	RPR	56	60	52	74	75	71	77	82	74	101	98	95
OD2	3505	RHEUMATOID FACTOR, QUANT	0	0	1	0	0	0	0	0	0	0	1	0
OD2	3510	MONONUCLEOSIS SCREEN	0	0	0	0	1	0	0	0	0	0	0	0
OD2	3518	HIV 1/2 CONFIRMATION	0	0	0	0	0	0	0	0	0	0	0	1
OD2	3540	HIV 1/2 4TH GEN, RFLX CONF	2	0	0	1	1	0	4	2	0	0	1	0
OD2	3545	C-REACTIVE PROTEIN	1	1	6	1	4	2	1	3	0	3	7	6
OD2	3550	ANA (ANTI-NUCLEAR AB) WITH REFLEX TITER	0	0	2	0	0	0	0	0	0	0	0	0
OD2	3605	LYME TOTAL ANTIBODY	0	0	0	0	0	0	1	0	0	0	0	0
OD2	3800	BLOOD GROUP (ABO) AND RH TYPE	1	0	1	0	2	0	0	0	0	0	0	0
OD2	3810	ANTIBODY SCREEN	0	0	0	0	1	0	0	0	0	0	0	0
OD2	3954	HIV NUCLEIC ACID AMPLIFICATION TEST	0	0	0	0	0	0	0	0	1	0	0	0
OD2	4017	TROPONIN T	0	0	0	0	0	0	0	0	0	1	0	1
OD2	4112	CT/NG, TMA, URINE	0	0	0	0	0	0	0	0	0	0	1	0
OD2	4141	HIV-1 QUANT, PCR	0	0	0	1	0	1	0	0	1	1	0	0
OD2	4150	C DIFFICILE CYTOTOXIN AB	0	0	0	0	0	0	0	0	0	1	0	0
OD2	4225	DHEA SULFATE	0	7	0	0	0	0	0	0	0	0	0	0
OD2	4238	LEAD, BLOOD, CAPILLARY	0	0	0	0	0	0	0	1	0	0	0	0
OD2	4239	LEAD, BLOOD, VENIPUNCTURE	0	0	1	0	1	0	1	0	0	0	0	0
OD2	4249	MYOGLOBIN, SERUM	0	0	0	0	0	1	0	0	0	0	0	0
OD2	4272	TACROLIMUS	0	0	0	0	0	1	0	1	0	0	0	0
OD2	4273	FREE T3	0	0	7	10	0	2	2	5	1	0	1	3
OD2	4274	ULTRASENSITIVE TSH	0	0	0	0	0	0	0	0	1	0	0	0
OD2	4275	REVERSE T3	0	0	1	0	0	0	0	0	0	0	0	0
OD2	4283	SMITH (Sm) ANTIBODY	0	0	0	0	0	0	0	1	0	0	0	0
OD2	4287	dsDNA ANTIBODY	0	0	0	0	0	0	0	1	0	0	0	0
OD2	4335	CT/NG, TMA, URINE	1	0	0	1	2	2	0	1	0	0	0	0
OD2	4418	MYOGLOBIN, URINE, QUANT	0	0	0	0	1	0	0	0	0	0	0	0
OD2	4449	H. PYLORI IgG/IgA ANTIBODIES	0	0	0	0	1	0	0	0	0	0	0	0
OD2	4460	CHROMOGRANIN A	0	0	0	0	0	0	0	0	0	0	1	0
OD2	4496	H. PYLORI AB RFLX QUANT	0	0	1	0	0	0	0	0	0	0	0	0
OD2	4513	THYROID PEROXIDASE AB	0	1	4	3	2	0	1	0	0	0	0	8
OD2	4520	ASPERGILLUS AB BY CF	0	0	0	0	0	0	0	0	0	0	1	0
OD2	4521	ANA AUTOIMMUNE PROFILE	0	0	0	0	0	0	0	0	0	0	2	0
OD2	4542	CRYPTOCOCCUS AB, SERUM	0	0	0	0	0	0	0	0	0	0	1	0
OD2	4550	EPSTEIN BARR PANEL (VCA IgG/IgM, EARLY, EBNA IgG)	0	0	0	0	1	0	0	0	0	0	0	0
OD2	4563	HCV RNA, PCR QUAL/QUANT	0	0	0	0	2	0	0	0	0	0	0	0
OD2	4565	H. PYLORI IgG, QUAL	1	1	1	1	0	2	0	2	0	4	0	2
OD2	4568	HISTOPLASMA SPP. AB BY ID	0	0	0	0	0	0	0	0	0	0	1	0
OD2	4571	HCV RNA, PCR QUANT	0	0	0	0	0	0	0	0	0	0	1	1
OD2	4584	MAG IgM ANTIBODY	0	1	0	0	0	0	0	0	0	0	0	0
OD2	4592	HERPES SIMPLEX 1/2 IgG	0	0	0	0	0	0	0	0	0	0	0	1
OD2	4610	THYROID ANTIBODY GROUP (TPO + TG)	0	1	0	0	0	0	0	0	0	0	0	0
OD2	4624	HIV-1, WESTERN BLOT	2	0	0	0	0	0	0	0	0	0	0	0
OD2	4638	BLASTOMYCES DERMATIDITIS AB BY ID	0	0	0	0	0	0	0	0	0	0	1	0
OD2	4647	HERPES SIMPLEX VIRUS IGG AND IGM	0	0	0	0	0	0	0	0	1	0	0	0
OD2	4672	H. PYLORI IgG ANTIBODY	0	0	1	0	0	0	0	0	0	0	0	0
OD2	4675	HEPATITIS C ANTIBODY	0	0	0	0	0	0	1	0	0	0	0	0
OD2	4709	PROCALCITONIN	0	0	0	1	0	1	0	0	0	0	1	1
OD2	4733	C. DIFF TOXIN BY PCR	0	0	0	0	0	1	0	0	0	1	0	0
OD2	4744	LACOSAMIDE, SERUM/PLASMA	0	0	0	0	0	0	1	0	0	0	0	0
OD2	4853	HERPES SIMPLEX, PCR	0	0	0	0	1	0	0	0	0	0	0	0
